"","workerid","noun","nounclass","slide_number","sense","predicate2","predicate1","class2","response","class1","makes_sense","triple"
"10426",347,"feeling","X",18,"no","international","senior","nationality",0.5,"age","no","senior international feeling"
"10430",347,"voice","X",22,"no","mini","blonde","dimension",0.5,"color","no","blonde mini voice"
"10431",347,"college","X",23,"no","playful","red","human",0.5,"color","no","red playful college"
"10445",348,"puppy","X",7,"no","lavish","slow","value",0.74,"speed","no","slow lavish puppy"
"10446",348,"city","X",8,"no","corduroy","thick","material",0.91,"dimension","no","thick corduroy city"
"10448",348,"typewriter","X",10,"no","internal","creative","location",0.63,"human","no","creative internal typewriter"
"10455",348,"coke","X",17,"no","historical","junior","temporal",0.25,"age","no","junior historical coke"
"10466",348,"line","X",28,"no","curly","strict","physical",0.76,"human","no","strict curly line"
"10470",348,"bin","X",32,"no","everyday","entrepreneurial","temporal",0.41,"human","no","entrepreneurial everyday bin"
"10471",349,"trash","X",3,"no","designated","selfish","X",0.49,"human","no","selfish designated trash"
"10490",349,"goal","X",22,"no","different","fast","X",0.47,"speed","no","fast different goal"
"10491",349,"vitamin","X",23,"no","exciting","old","value",0.24,"age","no","old exciting vitamin"
"10500",349,"one","X",32,"no","everyday","closest","temporal",0.49,"location","no","closest everyday one"
"10527",350,"crime","X",29,"no","thick","junior","dimension",0.47,"age","no","junior thick crime"
"10531",351,"banking","X",3,"no","circular","international","shape",0.64,"nationality","no","international circular banking"
"10535",351,"dough","X",7,"no","designated","creative","X",0,"human","no","creative designated dough"
"10536",351,"color","X",8,"no","creamy","internal","physical",1,"location","no","internal creamy color"
"10537",351,"bearing","X",9,"no","pleasant","large","value",0.8,"dimension","no","large pleasant bearing"
"10538",351,"labrador","X",10,"no","unique","creative","X",0,"human","no","creative unique labrador"
"10539",351,"point","X",11,"no","Brazilian","young","nationality",1,"age","no","young Brazilian point"
"10540",351,"shrimp","X",12,"no","different","exciting","X",0.98,"value","no","exciting different shrimp"
"10549",351,"college","X",21,"no","European","corduroy","nationality",0.65,"material","no","corduroy European college"
"10557",351,"rate","X",29,"no","circular","smooth","shape",0.41,"physical","no","smooth circular rate"
"10561",352,"luxury","X",3,"no","strange","internal","value",0.12,"location","no","internal strange luxury"
"10563",352,"time","X",5,"no","square","overhead","shape",0.08,"location","no","overhead square time"
"10564",352,"behavior","X",6,"no","professional","mini","human",0.86,"dimension","no","mini professional behavior"
"10565",352,"power","X",7,"no","plain","spicy","value",0.33,"physical","no","spicy plain power"
"10566",352,"term","X",8,"no","wooden","green","material",0.47,"color","no","green wooden term"
"10567",352,"dough","X",9,"no","exciting","strict","value",0.74,"human","no","strict exciting dough"
"10568",352,"can","X",10,"no","European","junior","nationality",0.7,"age","no","junior European can"
"10569",352,"service","X",11,"no","civilized","blonde","human",0.29,"color","no","blonde civilized service"
"10583",352,"leadership","X",25,"no","gold","thick","material",0.8,"dimension","no","thick gold leadership"
"10587",352,"conscience","X",29,"no","closest","strict","location",0.79,"human","no","strict closest conscience"
"10589",352,"luck","X",31,"no","last","national","X",0.52,"nationality","no","national last luck"
"10592",353,"conversation","X",4,"no","slow","green","speed",0.39,"color","no","green slow conversation"
"10593",353,"time","X",5,"no","lacy","black","physical",0.35,"color","no","black lacy time"
"10594",353,"ride","X",6,"no","pleasant","spicy","value",0.22,"physical","no","spicy pleasant ride"
"10598",353,"place","X",10,"no","token","crocheted","X",0.76,"material","no","crocheted token place"
"10599",353,"death","X",11,"no","strange","large","value",0.2,"dimension","no","large strange death"
"10600",353,"shrimp","X",12,"no","crocheted","black","material",0.71,"color","no","black crocheted shrimp"
"10601",353,"plan","X",13,"no","civilized","purple","human",0.26,"color","no","purple civilized plan"
"10605",353,"phrase","X",17,"no","thin","young","dimension",0.8,"age","no","young thin phrase"
"10606",353,"environment","X",18,"no","blue","old-time","color",0.77,"age","no","old-time blue environment"
"10607",353,"situation","X",19,"no","strict","biggest","human",0.79,"dimension","no","biggest strict situation"
"10612",353,"film","X",24,"no","speedy","thick","speed",0.7,"dimension","no","thick speedy film"
"10616",353,"shrimp","X",28,"no","pleasant","young","value",0.16,"age","no","young pleasant shrimp"
"10617",353,"actor","X",29,"no","gold","civilized","material",0.87,"human","no","civilized gold actor"
"10619",353,"tollway","X",31,"no","mixed","selfish","X",0.72,"human","no","selfish mixed tollway"
"10621",354,"music","X",3,"no","plain","sweet","value",0.57,"physical","no","sweet plain music"
"10624",354,"sand","X",6,"no","strict","open","human",0.02,"dimension","no","open strict sand"
"10628",354,"burden","X",10,"no","current","mini","temporal",0.05,"dimension","no","mini current burden"
"10632",354,"situation","X",14,"no","smooth","large","physical",0.05,"dimension","no","large smooth situation"
"10635",354,"college","X",17,"no","Japanese","white","nationality",0.03,"color","no","white Japanese college"
"10636",354,"typewriter","X",18,"no","prestigious","crocheted","value",0.06,"material","no","crocheted prestigious typewriter"
"10641",354,"banking","X",23,"no","overhead","sad","location",0.04,"human","no","sad overhead banking"
"10649",354,"issue","X",31,"no","slow","old","speed",0.04,"age","no","old slow issue"
"10683",356,"sauce","X",5,"no","Hispanic","thick","nationality",0.38,"dimension","no","thick Hispanic sauce"
"10712",357,"voice","X",4,"no","individual","smooth","X",0.66,"physical","no","smooth individual voice"
"10722",357,"meat","X",14,"no","curly","corduroy","physical",0.11,"material","no","corduroy curly meat"
"10741",358,"situation","X",3,"no","crocheted","old","material",0.08,"age","no","old crocheted situation"
"10744",358,"way","X",6,"no","creamy","creative","physical",0.88,"human","no","creative creamy way"
"10747",358,"field","X",9,"no","lavish","blue","value",0.89,"color","no","blue lavish field"
"10748",358,"mouth","X",10,"no","overhead","playful","location",0.98,"human","no","playful overhead mouth"
"10750",358,"day","X",12,"no","creative","old","human",0.92,"age","no","old creative day"
"10751",358,"perspective","X",13,"no","wooden","senior","material",0.03,"age","no","senior wooden perspective"
"10752",358,"death","X",14,"no","strange","crocheted","value",0.23,"material","no","crocheted strange death"
"10754",358,"engine","X",16,"no","Hispanic","overhead","nationality",0.85,"location","no","overhead Hispanic engine"
"10756",358,"slant","X",18,"no","best","strict","value",0.06,"human","no","strict best slant"
"10757",358,"teller","X",19,"no","curly","professional","physical",0.02,"human","no","professional curly teller"
"10758",358,"tax","X",20,"no","blonde","junior","color",0.94,"age","no","junior blonde tax"
"10761",358,"trial","X",23,"no","lavish","daily","value",0.02,"temporal","no","daily lavish trial"
"10764",358,"strip","X",26,"no","best","smooth","value",0.91,"physical","no","smooth best strip"
"10765",358,"plan","X",27,"no","selfish","purple","human",0.05,"color","no","purple selfish plan"
"10766",358,"joke","X",28,"no","curly","green","physical",0.9,"color","no","green curly joke"
"10767",358,"grandfather","X",29,"no","favorite","blue","value",0.08,"color","no","blue favorite grandfather"
"10768",358,"trunk","X",30,"no","best","crocheted","value",0.1,"material","no","crocheted best trunk"
"10773",359,"death","X",5,"no","different","creamy","X",0.51,"physical","no","creamy different death"
"10802",360,"recipe","X",4,"no","internal","red","location",0.55,"color","no","red internal recipe"
"10813",360,"boat","X",15,"no","strict","yellow","human",0.47,"color","no","yellow strict boat"
"10815",360,"nation","X",17,"no","crocheted","internal","material",0.51,"location","no","internal crocheted nation"
"10841",361,"power","X",13,"no","curly","crocheted","physical",0.47,"material","no","crocheted curly power"
"10845",361,"room","X",17,"no","speedy","Japanese","speed",0.47,"nationality","no","Japanese speedy room"
"10855",361,"rate","X",27,"no","lacy","internal","physical",0.5,"location","no","internal lacy rate"
"10861",362,"service","X",3,"no","slow","circular","speed",0,"shape","no","circular slow service"
"10984",366,"luxury","X",6,"no","prestigious","yellow","value",0.51,"color","no","yellow prestigious luxury"
"10987",366,"death","X",9,"no","spicy","professional","physical",0.49,"human","no","professional spicy death"
"10997",366,"dog","X",19,"no","strict","yellow","human",0.3,"color","no","yellow strict dog"
"11003",366,"list","X",25,"no","fast","English","speed",0.47,"nationality","no","English fast list"
"11012",367,"perspective","X",4,"no","different","thick","X",0.5,"dimension","no","thick different perspective"
"11018",367,"trunk","X",10,"no","potential","blue","X",0.56,"color","no","blue potential trunk"
"11023",367,"spaghetti","X",15,"no","gold","entrepreneurial","material",0.54,"human","no","entrepreneurial gold spaghetti"
"11029",367,"number","X",21,"no","circular","sweet","shape",0.5,"physical","no","sweet circular number"
"11030",367,"decision","X",22,"no","overhead","red","location",0.56,"color","no","red overhead decision"
"11043",368,"car","X",5,"no","spicy","narrow","physical",0.88,"dimension","no","narrow spicy car"
"11050",368,"rate","X",12,"no","pleasant","white","value",0.31,"color","no","white pleasant rate"
"11058",368,"reason","X",20,"no","token","pleasant","X",0.52,"value","no","pleasant token reason"
"11061",368,"vacation","X",23,"no","pleasant","creamy","value",0.87,"physical","no","creamy pleasant vacation"
"11066",368,"time","X",28,"no","crocheted","junior","material",0.22,"age","no","junior crocheted time"
"11072",369,"voice","X",4,"no","international","open","nationality",0.44,"dimension","no","open international voice"
"11077",369,"joke","X",9,"no","best","curly","value",0.46,"physical","no","curly best joke"
"11080",369,"perspective","X",12,"no","everyday","open","temporal",0.48,"dimension","no","open everyday perspective"
"11083",369,"resort","X",15,"no","daily","blonde","temporal",0.49,"color","no","blonde daily resort"
"11087",369,"rate","X",19,"no","sweet","corduroy","physical",0.47,"material","no","corduroy sweet rate"
"11090",369,"goal","X",22,"no","smooth","open","physical",0.48,"dimension","no","open smooth goal"
"11095",369,"feeling","X",27,"no","creamy","old-time","physical",0.5,"age","no","old-time creamy feeling"
"11097",369,"wind","X",29,"no","lacy","creative","physical",0.52,"human","no","creative lacy wind"
"11099",369,"country","X",31,"no","slow","open","speed",0.49,"dimension","no","open slow country"
"11100",369,"snake","X",32,"no","everyday","sweet","temporal",0.46,"physical","no","sweet everyday snake"
"11101",370,"death","X",3,"no","lavish","Hispanic","value",0.61,"nationality","no","Hispanic lavish death"
"11131",371,"decision","X",3,"no","Brazilian","wooden","nationality",0.46,"material","no","wooden Brazilian decision"
"11201",373,"mall","X",13,"no","lacy","corduroy","physical",0.21,"material","no","corduroy lacy mall"
"11222",374,"topic","X",4,"no","designated","speedy","X",0.17,"speed","no","speedy designated topic"
"11223",374,"burden","X",5,"no","entrepreneurial","yellow","human",0.33,"color","no","yellow entrepreneurial burden"
"11224",374,"power","X",6,"no","playful","old-time","human",0.23,"age","no","old-time playful power"
"11225",374,"boat","X",7,"no","creamy","international","physical",0.9,"nationality","no","international creamy boat"
"11229",374,"lab","X",11,"no","everyday","square","temporal",0.85,"shape","no","square everyday lab"
"11230",374,"life","X",12,"no","playful","black","human",0.15,"color","no","black playful life"
"11231",374,"luxury","X",13,"no","open","blue","dimension",0.35,"color","no","blue open luxury"
"11239",374,"baby","X",21,"no","favorite","junior","value",0.24,"age","no","junior favorite baby"
"11241",374,"dough","X",23,"no","current","playful","temporal",0.25,"human","no","playful current dough"
"11242",374,"power","X",24,"no","daily","frozen","temporal",0.71,"physical","no","frozen daily power"
"11244",374,"suit","X",26,"no","daily","speedy","temporal",0.64,"speed","no","speedy daily suit"
"11245",374,"crime","X",27,"no","national","sad","nationality",0.63,"human","no","sad national crime"
"11247",374,"field","X",29,"no","best","square","value",0.27,"shape","no","square best field"
"11248",374,"field","X",30,"no","corduroy","thick","material",0.71,"dimension","no","thick corduroy field"
"11249",374,"satire","X",31,"no","token","black","X",0.26,"color","no","black token satire"
"11263",375,"level","X",15,"no","spicy","thin","physical",0.55,"dimension","no","thin spicy level"
"11267",375,"letter","X",19,"no","daily","selfish","temporal",1,"human","no","selfish daily letter"
"11283",376,"burden","X",5,"no","speedy","mini","speed",0.48,"dimension","no","mini speedy burden"
"11300",376,"hair","X",22,"no","last","daily","X",0.44,"temporal","no","daily last hair"
"11301",376,"source","X",23,"no","exciting","spicy","value",0.44,"physical","no","spicy exciting source"
"11343",378,"baby","X",5,"no","mixed","wooden","X",0.54,"material","no","wooden mixed baby"
"11345",378,"wind","X",7,"no","best","spicy","value",0.51,"physical","no","spicy best wind"
"11348",378,"change","X",10,"no","potential","blonde","X",0.53,"color","no","blonde potential change"
"11352",378,"corporation","X",14,"no","frozen","closest","physical",0.65,"location","no","closest frozen corporation"
"11353",378,"corporation","X",15,"no","strange","junior","value",0.55,"age","no","junior strange corporation"
"11357",378,"voice","X",19,"no","smooth","green","physical",0.35,"color","no","green smooth voice"
"11358",378,"sand","X",20,"no","unique","circular","X",0.16,"shape","no","circular unique sand"
"11359",378,"joke","X",21,"no","lacy","white","physical",0.54,"color","no","white lacy joke"
"11361",378,"trunk","X",23,"no","creamy","Hispanic","physical",0.47,"nationality","no","Hispanic creamy trunk"
"11362",378,"town","X",24,"no","potential","spicy","X",0.48,"physical","no","spicy potential town"
"11363",378,"coverage","X",25,"no","mixed","lacy","X",0.48,"physical","no","lacy mixed coverage"
"11364",378,"death","X",26,"no","circular","Japanese","shape",0.79,"nationality","no","Japanese circular death"
"11365",378,"trial","X",27,"no","circular","spicy","shape",0.51,"physical","no","spicy circular trial"
"11367",378,"plan","X",29,"no","lacy","old","physical",0.51,"age","no","old lacy plan"
"11371",379,"research","X",3,"no","mixed","blue","X",0.44,"color","no","blue mixed research"
"11433",381,"reinforcement","X",5,"no","daily","corduroy","temporal",0.42,"material","no","corduroy daily reinforcement"
"11439",381,"teller","X",11,"no","smooth","old-time","physical",0.49,"age","no","old-time smooth teller"
"11443",381,"conscience","X",15,"no","fast","solid","speed",0.46,"physical","no","solid fast conscience"
"11454",381,"research","X",26,"no","different","yellow","X",0.53,"color","no","yellow different research"
"11456",381,"line","X",28,"no","exciting","internal","value",0.39,"location","no","internal exciting line"
"11526",384,"car","X",8,"no","selfish","white","human",0.78,"color","no","white selfish car"
"11528",384,"word","X",10,"no","favorite","gold","value",0.24,"material","no","gold favorite word"
"11530",384,"conversation","X",12,"no","prestigious","blonde","value",0.15,"color","no","blonde prestigious conversation"
"11533",384,"club","X",15,"no","different","frozen","X",0.17,"physical","no","frozen different club"
"11538",384,"bag","X",20,"no","internal","sad","location",0.88,"human","no","sad internal bag"
"11542",384,"policy","X",24,"no","Hispanic","crocheted","nationality",0.72,"material","no","crocheted Hispanic policy"
"11544",384,"car","X",26,"no","potential","current","X",0.76,"temporal","no","current potential car"
"11617",387,"day","X",9,"no","pleasant","sad","value",0.5,"human","no","sad pleasant day"
"11620",387,"life","X",12,"no","current","thick","temporal",0.53,"dimension","no","thick current life"
"11621",387,"pan","X",13,"no","speedy","international","speed",0.55,"nationality","no","international speedy pan"
"11626",387,"bearing","X",18,"no","best","curly","value",0.52,"physical","no","curly best bearing"
"11629",387,"garbage","X",21,"no","different","everyday","X",0.5,"temporal","no","everyday different garbage"
"11630",387,"vacation","X",22,"no","fast","creamy","speed",0.58,"physical","no","creamy fast vacation"
"11632",387,"valley","X",24,"no","potential","Japanese","X",0.52,"nationality","no","Japanese potential valley"
"11633",387,"child","X",25,"no","unique","plain","X",0.55,"value","no","plain unique child"
"11634",387,"boat","X",26,"no","green","old-time","color",0.56,"age","no","old-time green boat"
"11635",387,"banking","X",27,"no","thick","old-time","dimension",0.54,"age","no","old-time thick banking"
"11639",387,"shot","X",31,"no","creative","black","human",0.56,"color","no","black creative shot"
"11647",388,"conversation","X",9,"no","individual","frozen","X",0.25,"physical","no","frozen individual conversation"
"11681",389,"parent","X",13,"no","lavish","spicy","value",0.94,"physical","no","spicy lavish parent"
"11691",389,"day","X",23,"no","large","yellow","dimension",0.03,"color","no","yellow large day"
"11706",390,"code","X",8,"no","lavish","purple","value",0.04,"color","no","purple lavish code"
"11707",390,"teller","X",9,"no","circular","creative","shape",0.05,"human","no","creative circular teller"
"11710",390,"system","X",12,"no","square","national","shape",0.93,"nationality","no","national square system"
"11711",390,"citizen","X",13,"no","creamy","white","physical",0.02,"color","no","white creamy citizen"
"11712",390,"opinion","X",14,"no","European","corduroy","nationality",0.04,"material","no","corduroy European opinion"
"11715",390,"labrador","X",17,"no","plain","lacy","value",0.95,"physical","no","lacy plain labrador"
"11716",390,"joke","X",18,"no","overhead","sad","location",0.04,"human","no","sad overhead joke"
"11717",390,"sand","X",19,"no","designated","junior","X",0,"age","no","junior designated sand"
"11731",391,"plate","X",3,"no","token","selfish","X",0.5,"human","no","selfish token plate"
"11732",391,"car","X",4,"no","everyday","red","temporal",0.52,"color","no","red everyday car"
"11734",391,"coke","X",6,"no","closest","old","location",0.5,"age","no","old closest coke"
"11735",391,"joke","X",7,"no","closest","new","location",0.49,"age","no","new closest joke"
"11736",391,"problem","X",8,"no","mixed","frozen","X",0.5,"physical","no","frozen mixed problem"
"11737",391,"typewriter","X",9,"no","sweet","long","physical",0.5,"dimension","no","long sweet typewriter"
"11738",391,"house","X",10,"no","individual","frozen","X",0.49,"physical","no","frozen individual house"
"11739",391,"rib","X",11,"no","individual","strict","X",0.52,"human","no","strict individual rib"
"11740",391,"letter","X",12,"no","frozen","creative","physical",0.51,"human","no","creative frozen letter"
"11741",391,"coke","X",13,"no","unique","junior","X",0.51,"age","no","junior unique coke"
"11743",391,"meat","X",15,"no","lavish","speedy","value",0.52,"speed","no","speedy lavish meat"
"11744",391,"brush","X",16,"no","strange","spicy","value",0.5,"physical","no","spicy strange brush"
"11745",391,"wood","X",17,"no","designated","fast","X",0.5,"speed","no","fast designated wood"
"11746",391,"tollway","X",18,"no","Hispanic","sad","nationality",0.5,"human","no","sad Hispanic tollway"
"11748",391,"offender","X",20,"no","circular","smooth","shape",0.5,"physical","no","smooth circular offender"
"11753",391,"value","X",25,"no","circular","sweet","shape",0.51,"physical","no","sweet circular value"
"11754",391,"satire","X",26,"no","strange","smooth","value",0.52,"physical","no","smooth strange satire"
"11756",391,"mouth","X",28,"no","best","speedy","value",0.5,"speed","no","speedy best mouth"
"11757",391,"trash","X",29,"no","circular","lacy","shape",0.52,"physical","no","lacy circular trash"
"11758",391,"policy","X",30,"no","potential","creamy","X",0.52,"physical","no","creamy potential policy"
"11759",391,"country","X",31,"no","smooth","senior","physical",0.5,"age","no","senior smooth country"
"11760",391,"school","X",32,"no","European","wooden","nationality",0.52,"material","no","wooden European school"
"11762",392,"source","X",4,"no","prestigious","fast","value",0.37,"speed","no","fast prestigious source"
"11764",392,"lifestyle","X",6,"no","creamy","open","physical",0.63,"dimension","no","open creamy lifestyle"
"11793",393,"luck","X",5,"no","frozen","purple","physical",0.46,"color","no","purple frozen luck"
"11794",393,"phrase","X",6,"no","square","black","shape",0.32,"color","no","black square phrase"
"11797",393,"driveway","X",9,"no","selfish","open","human",0.67,"dimension","no","open selfish driveway"
"11800",393,"line","X",12,"no","unique","plain","X",0.4,"value","no","plain unique line"
"11803",393,"code","X",15,"no","smooth","wooden","physical",0.33,"material","no","wooden smooth code"
"11811",393,"environment","X",23,"no","lavish","slow","value",0.63,"speed","no","slow lavish environment"
"11814",393,"driveway","X",26,"no","overhead","young","location",0.68,"age","no","young overhead driveway"
"11859",395,"guy","X",11,"no","token","crocheted","X",0.61,"material","no","crocheted token guy"
"11880",395,"coke","X",32,"no","strange","biggest","value",0.07,"dimension","no","biggest strange coke"
"11881",396,"point","X",3,"no","token","playful","X",0.57,"human","no","playful token point"
"11890",396,"corporation","X",12,"no","square","creamy","shape",0.46,"physical","no","creamy square corporation"
"11892",396,"food","X",14,"no","lacy","thick","physical",0.71,"dimension","no","thick lacy food"
"11893",396,"tax","X",15,"no","spicy","old-time","physical",0.62,"age","no","old-time spicy tax"
"11895",396,"phrase","X",17,"no","individual","creamy","X",0.45,"physical","no","creamy individual phrase"
"11897",396,"story","X",19,"no","best","closest","value",0.33,"location","no","closest best story"
"11898",396,"shrimp","X",20,"no","individual","Hispanic","X",0.41,"nationality","no","Hispanic individual shrimp"
"11900",396,"issue","X",22,"no","Japanese","junior","nationality",0.69,"age","no","junior Japanese issue"
"11904",396,"valley","X",26,"no","individual","corduroy","X",0.02,"material","no","corduroy individual valley"
"11909",396,"meat","X",31,"no","Brazilian","blue","nationality",1,"color","no","blue Brazilian meat"
"11910",396,"country","X",32,"no","plain","current","value",0.48,"temporal","no","current plain country"
"11911",397,"snake","X",3,"no","fast","creative","speed",0.36,"human","no","creative fast snake"
"11916",397,"bearing","X",8,"no","wooden","senior","material",0.89,"age","no","senior wooden bearing"
"11920",397,"driveway","X",12,"no","mixed","Japanese","X",0.85,"nationality","no","Japanese mixed driveway"
"11926",397,"topic","X",18,"no","thin","junior","dimension",0.13,"age","no","junior thin topic"
"11928",397,"farm","X",20,"no","lacy","new","physical",0.11,"age","no","new lacy farm"
"11930",397,"sand","X",22,"no","European","civilized","nationality",0.94,"human","no","civilized European sand"
"11939",397,"grandfather","X",31,"no","daily","selfish","temporal",0.93,"human","no","selfish daily grandfather"
"12003",400,"puppy","X",5,"no","mixed","solid","X",0.61,"physical","no","solid mixed puppy"
"12025",400,"recipe","X",27,"no","lacy","selfish","physical",0.52,"human","no","selfish lacy recipe"
"12061",402,"way","X",3,"no","strict","young","human",0.27,"age","no","young strict way"
"12065",402,"rib","X",7,"no","square","blonde","shape",0.94,"color","no","blonde square rib"
"12068",402,"computer","X",10,"no","current","creamy","temporal",0.96,"physical","no","creamy current computer"
"12071",402,"luck","X",13,"no","favorite","sweet","value",0.96,"physical","no","sweet favorite luck"
"12076",402,"sound","X",18,"no","strict","biggest","human",0.95,"dimension","no","biggest strict sound"
"12077",402,"snake","X",19,"no","pleasant","strict","value",0.96,"human","no","strict pleasant snake"
"12078",402,"luck","X",20,"no","creamy","Brazilian","physical",0.97,"nationality","no","Brazilian creamy luck"
"12081",402,"environment","X",23,"no","speedy","wooden","speed",0.01,"material","no","wooden speedy environment"
"12085",402,"grandfather","X",27,"no","curly","purple","physical",0.97,"color","no","purple curly grandfather"
"12086",402,"one","X",28,"no","internal","strict","location",0.92,"human","no","strict internal one"
"12088",402,"number","X",30,"no","European","selfish","nationality",0.96,"human","no","selfish European number"
"12101",403,"luxury","X",13,"no","curly","entrepreneurial","physical",0.64,"human","no","entrepreneurial curly luxury"
"12104",403,"wind","X",16,"no","current","purple","temporal",0.6,"color","no","purple current wind"
"12131",404,"house","X",13,"no","open","black","dimension",0.1,"color","no","black open house"
"12133",404,"vitamin","X",15,"no","square","closest","shape",0.47,"location","no","closest square vitamin"
"12141",404,"ski","X",23,"no","pleasant","old","value",0.44,"age","no","old pleasant ski"
"12143",404,"baby","X",25,"no","overhead","new","location",0.51,"age","no","new overhead baby"
"12146",404,"situation","X",28,"no","national","playful","nationality",0.44,"human","no","playful national situation"
"12187",406,"music","X",9,"no","narrow","green","dimension",0.42,"color","no","green narrow music"
"12199",406,"dog","X",21,"no","everyday","smooth","temporal",0.31,"physical","no","smooth everyday dog"
"12206",406,"shell","X",28,"no","designated","strict","X",0.65,"human","no","strict designated shell"
"12209",406,"tax","X",31,"no","spicy","wooden","physical",0.69,"material","no","wooden spicy tax"
"12223",407,"conscience","X",15,"no","everyday","blonde","temporal",0.52,"color","no","blonde everyday conscience"
"12227",407,"story","X",19,"no","spicy","overhead","physical",0.2,"location","no","overhead spicy story"
"12243",408,"code","X",5,"no","potential","young","X",0.51,"age","no","young potential code"
"12246",408,"party","X",8,"no","European","wooden","nationality",0.48,"material","no","wooden European party"
"12247",408,"reinforcement","X",9,"no","fast","strict","speed",0.52,"human","no","strict fast reinforcement"
"12258",408,"area","X",20,"no","favorite","historical","value",0.56,"temporal","no","historical favorite area"
"12260",408,"lifestyle","X",22,"no","overhead","blonde","location",0.49,"color","no","blonde overhead lifestyle"
"12261",408,"power","X",23,"no","thick","black","dimension",0.53,"color","no","black thick power"
"12264",408,"power","X",26,"no","pleasant","open","value",0.5,"dimension","no","open pleasant power"
"12268",408,"hair","X",30,"no","designated","square","X",0.46,"shape","no","square designated hair"
"12308",410,"school","X",10,"no","speedy","sweet","speed",0.51,"physical","no","sweet speedy school"
"12316",410,"bearing","X",18,"no","token","strange","X",0.49,"value","no","strange token bearing"
"12409",413,"color","X",21,"no","curly","Vietnamese","physical",0.86,"nationality","no","Vietnamese curly color"
"12420",413,"death","X",32,"no","designated","spicy","X",0.93,"physical","no","spicy designated death"
"12421",414,"opinion","X",3,"no","plain","thin","value",0.52,"dimension","no","thin plain opinion"
"12426",414,"can","X",8,"no","pleasant","strict","value",0.92,"human","no","strict pleasant can"
"12427",414,"book","X",9,"no","overhead","old-time","location",0.91,"age","no","old-time overhead book"
"12428",414,"banking","X",10,"no","strange","spicy","value",0.06,"physical","no","spicy strange banking"
"12429",414,"meat","X",11,"no","overhead","blue","location",0.08,"color","no","blue overhead meat"
"12430",414,"bin","X",12,"no","European","sad","nationality",0.92,"human","no","sad European bin"
"12431",414,"valley","X",13,"no","individual","old","X",0.91,"age","no","old individual valley"
"12432",414,"way","X",14,"no","pleasant","large","value",0.95,"dimension","no","large pleasant way"
"12433",414,"list","X",15,"no","strange","fast","value",0.91,"speed","no","fast strange list"
"12434",414,"pet","X",16,"no","slow","international","speed",0.07,"nationality","no","international slow pet"
"12435",414,"truth","X",17,"no","strange","historical","value",0.03,"temporal","no","historical strange truth"
"12436",414,"reason","X",18,"no","lacy","blonde","physical",0.08,"color","no","blonde lacy reason"
"12437",414,"rib","X",19,"no","prestigious","spicy","value",0.03,"physical","no","spicy prestigious rib"
"12445",414,"suit","X",27,"no","different","speedy","X",0.08,"speed","no","speedy different suit"
"12447",414,"phrase","X",29,"no","internal","green","location",0.98,"color","no","green internal phrase"
"12448",414,"student","X",30,"no","civilized","red","human",0.98,"color","no","red civilized student"
"12485",416,"town","X",7,"no","daily","spicy","temporal",0.47,"physical","no","spicy daily town"
"12489",416,"level","X",11,"no","token","Hispanic","X",0.51,"nationality","no","Hispanic token level"
"12490",416,"sand","X",12,"no","square","solid","shape",0.45,"physical","no","solid square sand"
"12499",416,"food","X",21,"no","last","playful","X",0.5,"human","no","playful last food"
"12501",416,"ride","X",23,"no","sweet","thin","physical",0.5,"dimension","no","thin sweet ride"
"12506",416,"story","X",28,"no","closest","open","location",0.47,"dimension","no","open closest story"
"12518",417,"problem","X",10,"no","frozen","national","physical",1,"nationality","no","national frozen problem"
"12566",418,"feeling","X",28,"no","pleasant","sad","value",0.76,"human","no","sad pleasant feeling"
"12569",418,"solution","X",31,"no","Hispanic","senior","nationality",0.82,"age","no","senior Hispanic solution"
"12602",420,"parent","X",4,"no","mixed","green","X",0.49,"color","no","green mixed parent"
"12603",420,"power","X",5,"no","Brazilian","crocheted","nationality",0.21,"material","no","crocheted Brazilian power"
"12611",420,"student","X",13,"no","prestigious","purple","value",0.13,"color","no","purple prestigious student"
"12616",420,"baby","X",18,"no","creamy","black","physical",0.13,"color","no","black creamy baby"
"12626",420,"trash","X",28,"no","unique","pleasant","X",0.12,"value","no","pleasant unique trash"
"12631",421,"dough","X",3,"no","exciting","fast","value",0.48,"speed","no","fast exciting dough"
"12640",421,"service","X",12,"no","individual","green","X",0.51,"color","no","green individual service"
"12641",421,"mall","X",13,"no","frozen","selfish","physical",0.46,"human","no","selfish frozen mall"
"12645",421,"burden","X",17,"no","curly","sad","physical",0.46,"human","no","sad curly burden"
"12649",421,"benefit","X",21,"no","civilized","thick","human",0.5,"dimension","no","thick civilized benefit"
"12651",421,"service","X",23,"no","spicy","junior","physical",0.49,"age","no","junior spicy service"
"12672",422,"vitamin","X",14,"no","circular","wooden","shape",0.19,"material","no","wooden circular vitamin"
"12685",422,"vitamin","X",27,"no","strange","playful","value",0.69,"human","no","playful strange vitamin"
"12690",422,"sense","X",32,"no","everyday","blue","temporal",1,"color","no","blue everyday sense"
"12721",424,"color","X",3,"no","frozen","professional","physical",0.49,"human","no","professional frozen color"
"12758",425,"school","X",10,"no","spicy","thin","physical",0.47,"dimension","no","thin spicy school"
"12770",425,"look","X",22,"no","Hispanic","blue","nationality",0.5,"color","no","blue Hispanic look"
"12776",425,"pet","X",28,"no","internal","black","location",0.61,"color","no","black internal pet"
